서울시 기준일,서울시 확진자,서울시 추가 확진,서울시 치료중,서울시 퇴원,서울시 추가 퇴원,서울시 사망,전국 기준일,전국 확진,전국 추가 확진,전국 치료중,전국 퇴원,전국 사망
22.04.19,3359097,21819,0,,,4372,22.04.19,16471940,118504,0,,21354
22.04.18,3337282,7345,0,,,4353,22.04.18,16353495,47743,0,,21224
22.04.17,3329937,14805,0,,,4329,22.04.17,16305752,93001,0,,21092
22.04.16,3315132,18118,0,,,4307,22.04.16,16212751,107916,0,,20889
22.04.15,3297020,21450,0,,,4270,22.04.15,16104869,125846,0,,20616
22.04.14,3275574,24976,0,,,4230,22.04.14,15979061,148443,0,,20352
22.04.13,3250603,33076,0,,,4176,22.04.13,15830644,195419,0,,20034
22.04.12,3217532,39518,0,,,4152,22.04.12,15635274,210755,0,,19850
22.04.11,3178037,14247,0,,,4116,22.04.11,15424598,90928,0,,19676
22.04.10,3163790,28901,0,,,4070,22.04.10,15333670,164481,0,,19421
22.04.09,3134889,32320,0,,,4002,22.04.09,15169189,185566,0,,19092
22.04.08,3102577,36212,0,,,3944,22.04.08,14983694,205333,0,,18754
22.04.07,3066376,39888,0,,,3880,22.04.07,14778405,224820,0,,18381
22.04.06,3026503,52430,0,,,3835,22.04.06,14553644,286294,0,,18033
22.04.05,2974084,51500,0,,,3771,22.04.05,14267401,266135,0,,17662
22.04.04,2922636,20894,0,,,3742,22.04.04,14001406,127190,0,,17453
22.04.03,2901742,42109,0,,,3713,22.04.03,13874216,234301,0,,17235
22.04.02,2859633,48673,0,,,3666,22.04.02,13639915,264103,0,,16929
22.04.01,2810973,51717,0,,,3608,22.04.01,13375818,280273,0,,16590
22.03.31,2759294,60131,0,,,3563,22.03.31,13095631,320743,0,,16230
22.03.30,2699163,81824,0,,,3514,22.03.30,12774956,424641,0,,15855
22.03.29,2617360,66079,0,,,3454,22.03.29,12350428,347554,0,,15423
22.03.28,2551327,34190,0,,,3412,22.03.28,12003054,187213,0,,15186
22.03.27,2517137,59151,0,,,3372,22.03.27,11815841,318130,0,,14899
22.03.26,2457986,64026,0,,,3343,22.03.26,11497711,335531,0,,14617
22.03.25,2393995,66943,0,,,3307,22.03.25,11162232,339514,0,,14294
22.03.24,2327080,77770,0,,,3248,22.03.24,10822836,395598,0,,13902
22.03.23,2249310,101133,0,,,3187,22.03.23,10427247,490881,0,,13432
22.03.22,2148186,65033,0,,,3144,22.03.22,9936540,353980,0,,13141
22.03.21,2083188,41078,0,,,3098,22.03.21,9582815,209169,0,,12757
22.03.20,2042110,65870,0,,,3059,22.03.20,9373646,334708,0,,12428
22.03.19,2038438,82132,0,,,3015,22.03.19,9038938,381454,0,,12101
22.03.18,1894113,81997,0,,,2968,22.03.18,8657609,407017,0,,11782
22.03.17,1812116,128375,0,,,2927,22.03.17,8250592,621266,0,,11484
22.03.16,1683745,81395,1306446,374439.0,0.0,2860,22.03.16,7629275,400741,5868950,1749273.0,11052
22.03.15,1602354,66067,1225081,374439.0,0.0,2834,22.03.15,7228550,362338,5468389,1749273.0,10888
22.03.14,1536292,56807,1159061,374439.0,0.0,2792,22.03.14,6866222,309790,5106354,1749273.0,10595
22.03.13,1479502,67814,1102295,374439.0,0.0,2768,22.03.13,6556453,350190,4796785,1749273.0,10395
22.03.12,1411694,80437,1034516,374439.0,20838.0,2739,22.03.12,6206277,383665,4446860,1749273.0,10144
22.03.11,1331263,56603,974969,353601.0,0.0,2693,22.03.11,5822626,282987,4254654,1558097.0,9875
22.03.10,1274661,66859,918399,353601.0,0.0,2661,22.03.10,5539650,327549,4029342,1500662.0,9646
22.03.09,1207803,74222,851572,353601.0,9143.0,2630,22.03.09,5212118,342446,3702016,1500662.0,9440
22.03.08,1133589,37484,786524,344458.0,17185.0,2607,22.03.08,4869691,202721,3426322,1434083.0,9286
22.03.07,1096106,39558,766251,327273.0,0.0,2582,22.03.07,4666977,210716,3350336,1307545.0,9096
22.03.06,1056548,49450,726716,327273.0,0.0,2559,22.03.06,4456264,243628,3139762,1307545.0,8957
22.03.05,1007099,53193,677293,327273.0,6054.0,2533,22.03.05,4212652,254327,2896311,1307545.0,8796
22.03.04,953906,59269,630185,321219.0,6969.0,2502,22.03.04,3958326,266853,2678332,1271414.0,8580
22.03.03,894637,43675,577919,314250.0,10661.0,2468,22.03.03,3691488,198803,2453100,1229994.0,8394
22.03.02,850962,46933,544923,303589.0,0.0,2450,22.03.02,3492686,219241,2317448,1166972.0,8266
22.03.01,804029,27885,498008,303589.0,11429.0,2432,22.03.01,3273449,138993,2098307,1166972.0,8170
22.02.28,776144,27973,481578,292160.0,0.0,2406,22.02.28,3134456,139626,2069129,1057269.0,8058
22.02.27,748173,35351,453643,292160.0,0.0,2370,22.02.27,2994841,163566,1929628,1057269.0,7944
22.02.26,712822,36829,418299,292160.0,4187.0,2363,22.02.26,2831283,166209,1766119,1057269.0,7895
22.02.25,675993,35614,385677,287973.0,3244.0,2343,22.02.25,2665077,165890,1626910,1030384.0,7783
22.02.24,640379,37172,353319,284729.0,3373.0,2331,22.02.24,2499188,170016,1498820,992679.0,7689
22.02.23,603209,41467,319533,281356.0,9078.0,2320,22.02.23,2329182,171452,1352051,969524.0,7607
22.02.22,561744,21807,284506,274931.0,9078.0,2307,22.02.22,2157734,99573,1213335,936891.0,7508
22.02.21,539938,20018,267846,269795.0,9078.0,2297,22.02.21,2058184,95362,1145606,905128.0,7450
22.02.20,519923,22102,249992,267644.0,9078.0,2287,22.02.20,1962837,104829,1063143,892289.0,7405
22.02.19,497821,23193,232332,263206.0,9078.0,2283,22.02.19,1858009,102211,980960,869695.0,7354
22.02.18,474628,25651,214285,258071.0,9078.0,2272,22.02.18,1755806,109831,896155,852368.0,7283
22.02.17,448977,19689,190836,255877.0,9078.0,2264,22.02.17,1645978,93135,797507,841233.0,7238
22.02.16,429289,18879,174289,252743.0,9078.0,2257,22.02.16,1552851,90443,719873,825776.0,7202
22.02.15,410410,12453,158289,249872.0,9078.0,2249,22.02.15,1462421,57177,652253,803005.0,7163
22.02.14,397957,11599,148010,247705.0,9078.0,2242,22.02.14,1405246,54619,606037,792107.0,7102
22.02.13,386358,11824,137213,246908.0,9078.0,2237,22.02.13,1350630,56431,563829,779720.0,7081
22.02.12,374534,13198,128546,243761.0,9078.0,2227,22.02.12,1294205,54941,516487,770673.0,7045
22.02.11,361336,11531,118679,240433.0,9078.0,2224,22.02.11,1239287,53926,477581,754694.0,7012
22.02.10,349805,11875,109359,238229.0,9078.0,2217,22.02.10,1185361,54122,443050,735348.0,6963
22.02.09,337930,11682,102058,233660.0,9078.0,2212,22.02.09,1131248,49567,404678,719627.0,6943
22.02.08,326253,5910,90964,233080.0,9078.0,2209,22.02.08,1081681,36719,399700,675059.0,6922
22.02.07,320343,6888,94136,224002.0,1958.0,2205,22.02.07,1044963,35286,376974,661103.0,6886
22.02.06,313462,7821,89215,222044.0,1554.0,2203,22.02.06,1009688,38691,348194,654621.0,6873
22.02.05,305641,8598,82952,220490.0,1467.0,2199,22.02.05,971018,36362,315365,648795.0,6858
22.02.04,297043,6160,75826,219023.0,2017.0,2194,22.02.04,934656,27443,285775,642045.0,6836
22.02.03,290883,5218,71686,217006.0,1205.0,2191,22.02.03,907214,22907,263242,637160.0,6812
22.02.02,285665,4209,67679,215801.0,756.0,2185,22.02.02,884310,20270,244463,633060.0,6787
22.02.01,281456,4131,64229,215045.0,528.0,2182,22.02.01,864042,18343,227783,629487.0,6772
22.01.31,277325,4193,61226,213919.0,528.0,2180,22.01.31,845709,17085,214196,624758.0,6755
22.01.30,273132,4185,57562,213391.0,800.0,2179,22.01.30,828637,17532,199933,621972.0,6732
22.01.29,268947,4199,54179,212591.0,1409.0,2177,22.01.29,811122,17542,185849,618561.0,6712
22.01.28,264748,3991,51397,211182.0,1567.0,2169,22.01.28,793582,16096,172192,614712.0,6678
22.01.27,260757,3429,48974,209615.0,1259.0,2168,22.01.27,777497,14518,160103,610740.0,6654
22.01.26,257330,3178,46810,208356.0,1430.0,2164,22.01.26,762983,13012,149084,607279.0,6620
22.01.25,254160,1724,45079,206926.0,925.0,2155,22.01.25,749979,8571,139125,604266.0,6588
22.01.24,252437,1679,44292,205997.0,925.0,2148,22.01.24,741413,7513,132725,602123.0,6565
22.01.23,250758,1694,43148,205470.0,925.0,2140,22.01.23,733902,7630,131717,595645.0,6540
22.01.22,249065,1591,44370,202560.0,925.0,2135,22.01.22,726274,7009,124100,595645.0,6529
22.01.21,247475,1552,42895,202458.0,925.0,2122,22.01.21,719269,6769,118745,594023.0,6501
22.01.20,245925,1362,43979,199829.0,925.0,2117,22.01.20,712503,6603,116255,589768.0,6480
22.01.19,244565,1231,42720,199738.0,925.0,2107,22.01.19,705902,5805,110919,588531.0,6452
22.01.18,243337,763,43126,198148.0,925.0,2063,22.01.18,700102,4072,108051,585673.0,6378
22.01.17,242574,790,42525,197998.0,925.0,2051,22.01.17,696032,3859,0,584.537,6333
22.01.16,241784,925,42215,197525.0,925.0,2044,22.01.16,692174,4194,103197,582667.0,6310
22.01.15,240862,912,42090,196739.0,925.0,2033,22.01.15,687984,4423,101039,580664.0,6281
22.01.14,239950,939,43579,194347.0,925.0,2024,22.01.14,683566,4542,100389,576918.0,6259
22.01.13,239014,978,42659,194346.0,925.0,2009,22.01.13,679030,4167,97057,575763.0,6210
22.01.12,238039,1093,44726,191317.0,925.0,1996,22.01.12,674868,4388,97283,571419.0,6166
22.01.11,236946,755,43651,191317.0,925.0,1978,22.01.11,670483,3097,94609,569760.0,6114
22.01.10,236192,781,44160,190067.0,925.0,1965,22.01.10,667390,3007,94811,566508.0,6071
22.01.09,235415,966,44060,189400.0,925.0,1955,22.01.09,664391,3376,94034,564320.0,6037
22.01.08,234449,994,44443,188072.0,925.0,1934,22.01.08,661015,3510,105541,549488.0,5986
22.01.07,233457,1038,44353,187191.0,925.0,1913,22.01.07,657508,3717,102088,549488.0,5932
22.01.06,232419,1208,45603,184918.0,925.0,1898,22.01.06,653792,4126,102441,545464.0,5887
22.01.05,231213,1412,45905,183420.0,925.0,1888,22.01.05,645226,3024,102402,537043.0,5781
22.01.04,229801,938,47231,180705.0,925.0,1865,22.01.04,645226,3024,102402,537043.0,5781
22.01.03,228867,993,48539,178481.0,925.0,1847,22.01.03,642207,3129,115515,520962.0,5730
22.01.02,227879,1183,47559,178481.0,925.0,1839,22.01.02,639083,3833,112427,520962.0,5694
22.01.01,226698,1464,47537,177348.0,925.0,1813,22.01.01,635253,4416,111908,517720.0,5625
21.12.31,225235,1670,47895,175554.0,925.0,1786,21.12.31,630838,4875,111297,513978.0,5563
21.12.30,223567,1722,47918,173898.0,2018.0,1751,21.12.30,625967,5037,110555,509957.0,5455
21.12.29,221847,1915,48238,171880.0,2139.0,1729,21.12.29,620938,5409,110086,505470.0,5382
21.12.28,219934,1290,48472,169741.0,1167.0,1721,21.12.28,615532,3865,109913,500273.0,5346
21.12.27,218646,1496,48374,168574.0,925.0,1698,21.12.27,611670,4207,109432,496938.0,5300
21.12.26,217150,1917,47820,167649.0,2128.0,1681,21.12.26,607463,5419,108013,494205.0,5245
21.12.25,215233,2123,48049,165521.0,1433.0,1663,21.12.25,602045,5842,106926,489943.0,5176
21.12.24,213114,2346,47411,164088.0,3458.0,1615,21.12.24,596209,6233,105417,485721.0,5071
21.12.23,210768,2720,48540,160630.0,3736.0,1598,21.12.23,589978,6919,115908,469055.0,5015
21.12.22,208048,2805,49585,156894.0,1618.0,1569,21.12.22,583065,7456,114758,463401.0,4906
21.12.21,205249,1994,48436,155276.0,1788.0,1537,21.12.21,575615,5202,111159,459628.0,4828
21.12.20,203255,1908,48246,153488.0,493.0,1521,21.12.20,570414,5318,109512,456126.0,4776
21.12.19,201347,2320,46849,152995.0,1015.0,1503,21.12.19,565098,6236,106350,454026.0,4722
21.12.18,199028,2794,45569,151980.0,1179.0,1479,21.12.18,558864,7314,102883,451337.0,4644
21.12.17,196234,2846,43972,150801.0,2203.0,1461,21.12.17,551551,7435,98151,448809.0,4591
21.12.16,193389,3057,43353,148598.0,456.0,1438,21.12.16,544117,7622,94629,444970.0,4518
21.12.15,190332,3166,40772,148142.0,1879.0,1418,21.12.15,536495,7850,89746,442293.0,4456
21.12.14,187169,2062,39511,146263.0,624.0,1395,21.12.14,528652,5567,88724,435541.0,4387
21.12.13,185108,2550,38113,145639.0,692.0,1356,21.12.13,523088,5817,85231,433564.0,4293
21.12.12,182558,2528,36271,144947.0,998.0,1340,21.12.12,512976,6689,77117,431606.0,4253
21.12.11,180031,2835,34754,143949.0,1337.0,1328,21.12.11,510583,6977,77117,429256.0,4210
21.12.10,177196,2800,33280,142612.0,837.0,1304,21.12.10,503606,7022,73035,426441.0,4130
21.12.09,174396,2790,31341,141775.0,2021.0,1280,21.12.09,496584,7102,68287,424220.0,4077
21.12.08,171606,2901,30589,139754.0,1126.0,1263,21.12.08,489484,7175,71724,413740.0,4020
21.12.07,168705,2120,28838,138628.0,1090.0,1239,21.12.07,482310,4954,66995,411358.0,3957
21.12.06,166586,1408,27834,137538.0,900.0,1214,21.12.06,477358,4325,64424,409041.0,3893
21.12.05,165178,2032,27347,136638.0,488.0,1193,21.12.05,473034,5128,62007,407175.0,3852
21.12.04,163146,2273,25818,136150.0,1064.0,1178,21.12.04,467907,5352,58555,405543.0,3809
21.12.03,160873,2099,24639,135086.0,1889.0,1148,21.12.03,462555,4944,55397,403419.0,3739
21.12.02,158774,2268,24441,133197.0,1330.0,1136,21.12.02,457612,5266,53322,400585.0,3705
21.12.01,156507,2222,23527,131867.0,1299.0,1113,21.12.01,452350,5123,50368,398323.0,3659
21.11.30,154286,1186,22618,130568.0,1264.0,1100,21.11.30,447230,3032,47536,396070.0,3624
21.11.29,153100,1393,22712,129304.0,510.0,1084,21.11.29,444200,3309,47003,393617.0,3580
21.11.28,151711,1676,21845,128794.0,565.0,1072,21.11.28,440896,3928,45037,392311.0,3548
21.11.27,150035,1888,20760,128229.0,1568.0,1046,21.11.27,436968,4068,43335,390141.0,3492
21.11.26,148147,1742,20461,126661.0,933.0,1025,21.11.26,432901,3901,45910,383551.0,3440
21.11.25,146406,1760,19674,125728.0,760.0,1004,21.11.25,429002,3938,43750,381851.0,3401
21.11.24,144647,1735,18685,124968.0,1020.0,994,21.11.24,425065,4116,41325,380377.0,3363
21.11.23,142913,1165,17992,123948.0,1017.0,973,21.11.23,420950,2699,39061,378561.0,3328
21.11.22,141748,1278,17857,122931.0,332.0,960,21.11.22,418252,2827,38248,376706.0,3298
21.11.21,140470,1320,16919,122599.0,684.0,952,21.11.21,415425,3120,36396,375755.0,3274
21.11.20,139154,1377,16298,121915.0,1235.0,941,21.11.20,412311,3212,34684,374383.0,3244
21.11.19,137777,1401,16171,120680.0,504.0,926,21.11.19,409099,3034,37161,368723.0,3215
21.11.18,136376,1429,15288,120176.0,805.0,912,21.11.18,406065,3292,35300,367578.0,3187
21.11.17,134948,1436,14679,119371.0,805.0,898,21.11.17,402775,3187,33528,366089.0,3158
21.11.16,133513,846,14057,118566.0,778.0,890,21.11.16,399591,2125,31955,364499.0,3137
21.11.15,132668,859,14001,117788.0,713.0,879,21.11.15,397466,2006,31517,362834.0,3115
21.11.08,126241,709,12994,112414.0,351.0,833,21.11.08,381694,1760,30915,347799.0,2980
21.11.07,125533,848,12642,112063.0,421.0,828,21.11.07,379935,2224,30167,346801.0,2967
21.11.06,124685,916,12221,111642.0,908.0,822,21.11.06,377712,2248,29190,345566.0,2956
21.11.05,123769,980,12217,110734.0,864.0,818,21.11.05,375464,2344,29291,343237.0,2936
21.11.04,122789,946,12105,109870.0,719.0,814,21.11.04,373120,2482,28316,341888.0,2916
21.11.03,121843,1004,11885,109151.0,642.0,807,21.11.03,370640,2667,27277,340471.0,2892
21.11.02,120840,600,11529,108509.0,603.0,802,21.11.02,367974,1589,26153,338947.0,2874
21.11.01,120240,646,11535,107906.0,356.0,799,21.11.01,366386,1686,26175,337353.0,2858
21.10.31,119594,760,11248,107550.0,951.0,796,21.10.31,364700,2061,25303,336548.0,2849
21.10.30,118834,706,11447,106599.0,434.0,788,21.10.30,362639,2104,25228,334581.0,2830
21.10.29,118128,770,11177,106165.0,539.0,786,21.10.29,360536,2124,24724,332995.0,2817
21.10.28,117358,788,10950,105626.0,394.0,782,21.10.28,358412,2111,24751,330853.0,2808
21.10.27,116572,729,10561,105232.0,520.0,779,21.10.27,356305,1952,23850,329658.0,2797
21.10.26,115844,427,10356,104712.0,800.0,776,21.10.26,354355,1266,23975,327592.0,2788
21.10.25,115417,455,10736,103912.0,488.0,769,21.10.25,353089,1190,25868,324448.0,2773
21.10.24,114962,520,10774,103424.0,258.0,764,21.10.24,351899,1423,25740,323393.0,2766
21.10.23,114442,551,10520,103166.0,804.0,756,21.10.23,350476,1508,25195,322536.0,2745
21.10.22,113891,519,10783,102362.0,830.0,746,21.10.22,348969,1440,25927,320317.0,2725
21.10.21,113372,506,11099,101532.0,446.0,741,21.10.21,347529,1441,27065,317755.0,2709
21.10.20,112866,504,11043,101086.0,1022.0,737,21.10.20,346088,1571,26783,316607.0,2698
21.10.19,112363,298,11567,100064.0,859.0,732,21.10.19,344518,1073,28397,313432.0,2689
21.10.18,112065,355,12139,99205.0,696.0,721,21.10.18,343445,1050,28996,311781.0,2668
21.10.17,111710,506,12484,98509.0,693.0,717,21.10.17,342396,1420,29392,310344.0,2660
21.10.16,111205,586,12680,97816.0,753.0,709,21.10.16,340978,1618,30147,308187.0,2644
21.10.15,110620,681,12855,97063.0,364.0,702,21.10.15,339361,1684,30884,305851.0,2626
21.10.14,109940,748,12540,96699.0,879.0,701,21.10.14,337679,1940,31342,303719.0,2618
21.10.13,109195,583,12679,95820.0,473.0,696,21.10.13,335742,1584,31071,302066.0,2605
21.10.12,108617,482,12576,95347.0,412.0,694,21.10.12,334163,1347,32309,299260.0,2594
21.10.11,108135,511,12512,94935.0,507.0,688,21.10.11,332816,1297,32211,298022.0,2583
21.10.10,107624,583,12513,94428.0,674.0,683,21.10.10,331519,1594,32236,296708.0,2575
21.10.09,107041,712,12609,93754.0,1687.0,678,21.10.09,329925,1953,32436,294929.0,2560
21.10.08,106332,776,13591,92067.0,1751.0,674,21.10.08,327976,2176,33331,292091.0,2554
21.10.07,105558,837,14573,90316.0,756.0,669,21.10.07,325804,2427,34438,288822.0,2544
21.10.06,104723,690,14497,89560.0,975.0,666,21.10.06,323379,2028,33803,287040.0,2536
21.10.05,104033,521,14786,88585.0,379.0,662,21.10.05,321352,1575,34631,284197.0,2524
21.10.04,103512,574,14650,88206.0,592.0,656,21.10.04,319777,1673,34595,282669.0,2513
21.10.03,102939,736,14670,87614.0,624.0,655,21.10.03,318104,2085,36750,278847.0,2507
21.10.02,102204,793,14561,86990.0,560.0,653,21.10.02,316020,2248,36424,277092.0,2504
21.10.01,101411,916,14332,86430.0,529.0,649,21.10.01,313773,2486,35700,275576.0,2497
21.09.30,100495,945,13951,85901.0,543.0,643,21.09.30,311289,2564,34603,274205.0,2481
21.09.29,99550,1054,13553,85358.0,766.0,639,21.09.29,308725,2885,33527,272724.0,2474
21.09.28,98497,842,13270,84592.0,727.0,635,21.09.28,305842,2289,32450,270928.0,2464
21.09.27,97655,778,13157,83865.0,184.0,633,21.09.27,303553,2383,31965,269132.0,2456
21.09.26,96877,928,12564,83681.0,797.0,632,21.09.26,301172,2771,30582,268140.0,2450
21.09.25,95949,1222,12435,82884.0,957.0,630,21.09.25,298402,3273,29547,266414.0,2441
21.09.24,94728,907,12174,81927.0,657.0,627,21.09.24,295132,2434,28206,264492.0,2434
21.09.23,93821,645,11926,81270.0,415.0,625,21.09.23,292699,1716,27430,262842.0,2427
21.09.22,93176,644,11700,80855.0,337.0,621,21.09.22,290983,1720,26752,261812.0,2419
21.09.21,92532,676,11394,80518.0,266.0,620,21.09.21,289263,1729,26760,260090.0,2413
21.09.20,91856,583,10986,80252.0,307.0,618,21.09.20,287536,1605,26116,259011.0,2409
21.09.19,91273,742,10711,79945.0,549.0,617,21.09.19,285931,1910,26078,257449.0,2404
21.09.18,90532,703,10520,79396.0,500.0,616,21.09.18,284022,2087,25599,256029.0,2394
21.09.17,89829,746,10319,78896.0,1004.0,614,21.09.17,281938,2008,25455,254094.0,2389
21.09.16,89083,719,10577,77892.0,785.0,614,21.09.16,279930,1943,25506,252038.0,2386
21.09.15,88364,808,10645,77107.0,786.0,612,21.09.15,277989,2080,25776,249833.0,2380
21.09.14,87556,539,10627,76321.0,323.0,608,21.09.14,275910,1497,25896,247647.0,2367
21.09.13,87018,556,10413,75998.0,228.0,607,21.09.13,274415,1433,26550,245505.0,2360
21.09.12,86462,658,10085,75770.0,310.0,607,21.09.12,272982,1755,26164,244459.0,2359
21.09.11,85804,659,9737,75460.0,458.0,607,21.09.11,271227,1865,25909,242960.0,2358
21.09.10,85145,670,9540,75002.0,509.0,603,21.09.10,269362,1892,26281,240733.0,2348
21.09.09,84475,667,9383,74493.0,316.0,599,21.09.09,267470,2049,26207,238920.0,2343
21.09.08,83808,671,9034,74177.0,669.0,597,21.09.08,265423,2050,25803,237286.0,2334
21.09.07,83138,482,9035,73508.0,535.0,595,21.09.07,263374,1597,25819,235225.0,2330
21.09.06,82657,464,9091,72973.0,404.0,593,21.09.06,261778,1375,25756,233695.0,2327
21.09.05,82193,508,9032,72569.0,704.0,592,21.09.05,260403,1490,25748,232334.0,2321
21.09.04,81685,566,9230,71865.0,522.0,590,21.09.04,258913,1804,26193,230405.0,2315
21.09.03,81119,542,9188,71343.0,644.0,588,21.09.03,257110,1709,26184,228618.0,2308
21.09.02,80577,559,9291,70699.0,801.0,587,21.09.02,255401,1961,26876,226222.0,2303
21.09.01,80019,665,9537,69898.0,497.0,584,21.09.01,253445,2025,26834,224319.0,2292
21.08.31,79354,456,9370,69401.0,364.0,583,21.08.31,251421,1372,27435,221701.0,2285
21.08.30,78899,444,9280,69037.0,551.0,582,21.08.30,250051,1487,27409,220358.0,2284
21.08.29,78455,517,9388,68486.0,599.0,581,21.08.29,248568,1619,27563,218726.0,2279
21.08.28,77940,569,9472,67887.0,628.0,581,21.08.28,246951,1793,27686,216989.0,2276
21.08.27,77371,557,9533,67259.0,634.0,579,21.08.27,245158,1841,28220,214673.0,2265
21.08.26,76814,570,9611,66625.0,232.0,578,21.08.26,243317,1882,28189,212871.0,2257
21.08.25,76245,677,9277,66393.0,649.0,575,21.08.25,241439,2155,28025,211177.0,2237
21.08.24,75570,438,9252,65744.0,457.0,574,21.08.24,239287,1509,27866,209193.0,2228
21.08.23,75136,388,9276,65287.0,489.0,573,21.08.23,237782,1418,27959,207601.0,2222
21.08.22,74749,499,9380,64798.0,357.0,571,21.08.22,236366,1628,27875,206276.0,2215
21.08.21,74251,526,9243,64441.0,478.0,567,21.08.21,234739,1880,28019,204518.0,2202
21.08.20,73725,556,9196,63963.0,505.0,566,21.08.20,232859,2052,27887,202775.0,2197
21.08.19,73169,575,9147,63458.0,565.0,564,21.08.19,230808,2152,27382,201235.0,2191
21.08.18,72594,510,9140,62893.0,525.0,561,21.08.18,228657,1805,26897,199582.0,2178
21.08.17,72086,366,9158,62368.0,122.0,560,21.08.17,226854,1373,27457,197224.0,2173
21.08.16,71720,364,8917,62246.0,185.0,557,21.08.16,225481,1556,27116,196198.0,2167
21.08.15,71358,488,8743,62061.0,362.0,554,21.08.15,223928,1817,26669,195103.0,2156
21.08.14,70870,515,8621,61699.0,459.0,550,21.08.14,222111,1930,26185,193778.0,2148
21.08.13,70355,524,8566,61240.0,562.0,549,21.08.13,220182,1990,25790,192248.0,2144
21.08.12,69831,526,8607,60678.0,154.0,546,21.08.12,218192,1987,25519,190535.0,2138
21.08.11,69306,661,8236,60524.0,606.0,546,21.08.11,216206,2223,24565,189506.0,2135
21.08.10,68646,360,8183,59918.0,456.0,545,21.08.10,213987,1540,24330,187523.0,2134
21.08.09,68287,415,8282,59462.0,454.0,543,21.08.09,212448,1492,24081,186242.0,2125
21.08.08,67872,450,8322,59008.0,324.0,542,21.08.08,210956,1729,23832,185003.0,2121
21.08.07,67422,503,8198,58684.0,663.0,540,21.08.07,209228,1823,23323,183789.0,2116
21.08.06,66919,464,8358,58021.0,511.0,540,21.08.06,207406,1704,23241,182052.0,2113
21.08.05,66455,466,8406,57510.0,381.0,539,21.08.05,205702,1776,22874,180719.0,2109
21.08.04,65989,486,8323,57129.0,326.0,537,21.08.04,203926,1725,22697,179123.0,2106
21.08.03,65503,311,8163,56803.0,419.0,537,21.08.03,202203,1202,22190,177909.0,2104
21.08.02,65193,365,8274,56384.0,196.0,535,21.08.02,201002,1219,22298,176605.0,2099
21.08.01,64832,473,8109,56188.0,123.0,535,21.08.01,199787,1442,22015,175674.0,2098
21.07.31,64359,476,7760,56065.0,508.0,534,21.07.31,198345,1539,22073,174177.0,2095
21.07.30,63883,488,7794,55557.0,242.0,532,21.07.30,196806,1710,21960,172757.0,2089
21.07.29,63396,515,7549,55315.0,271.0,532,21.07.29,195099,1674,21455,171559.0,2085
21.07.28,62881,573,7306,55044.0,508.0,531,21.07.28,193427,1896,20850,170494.0,2083
21.07.27,62308,351,7599,54180.0,508.0,529,21.07.27,191531,1365,20823,168629.0,2079
21.07.26,61957,341,7756,53672.0,208.0,529,21.07.26,190166,1318,20724,167365.0,2077
21.07.25,61616,489,7623,53464.0,365.0,529,21.07.25,188848,1487,20400,166375.0,2073
21.07.24,61128,465,7501,53099.0,349.0,528,21.07.24,187362,1629,20048,165246.0,2068
21.07.23,60663,520,7385,52750.0,424.0,528,21.07.23,185733,1630,19461,164206.0,2066
21.07.22,60143,499,7289,52326.0,668.0,528,21.07.22,184103,1842,18967,163073.0,2063
21.07.21,59644,604,7458,51658.0,439.0,528,21.07.21,182265,1784,18571,161634.0,2060
21.07.20,59040,394,7294,51219.0,161.0,527,21.07.20,180481,1278,18075,160347.0,2059
21.07.19,58646,419,7061,51058.0,187.0,527,21.07.19,179203,1252,17515,159630.0,2058
21.07.18,58227,523,6829,50871.0,462.0,527,21.07.18,177951,1454,16941,158953.0,2057
21.07.17,57704,562,6768,50409.0,342.0,527,21.07.17,176500,1455,16485,157960.0,2055
21.07.16,57142,570,6550,50067.0,152.0,525,21.07.16,175046,1536,15882,157113.0,2051
21.07.15,56573,520,6133,49915.0,520.0,525,21.07.15,173511,1600,14952,156509.0,2050
21.07.14,56053,638,6134,49395.0,315.0,524,21.07.14,171911,1615,14372,155491.0,2048
21.07.13,55415,417,5812,49080.0,131.0,523,21.07.13,170296,1150,13498,154752.0,2046
21.07.12,54998,403,5526,48949.0,130.0,523,21.07.12,169146,1100,12915,154187.0,2044
21.07.11,54595,509,5253,48819.0,277.0,523,21.07.11,168046,1324,12243,153760.0,2043
21.07.10,54086,509,5023,48542.0,275.0,521,21.07.10,166722,1378,11531,153153.0,2038
21.07.09,53577,503,4791,48267.0,201.0,519,21.07.09,165344,1316,10810,152498.0,2036
21.07.08,53074,550,4490,48066.0,127.0,518,21.07.08,164028,1275,10071,151923.0,2034
21.07.07,52524,583,4067,47939.0,308.0,518,21.07.07,162753,1212,9220,151500.0,2033
21.07.06,51941,320,3792,47631.0,234.0,518,21.07.06,161541,746,8749,150760.0,2032
21.07.05,51621,307,3707,47397.0,190.0,517,21.07.05,160795,711,8723,150044.0,2028
21.07.04,51314,289,3591,47207.0,159.0,516,21.07.04,160084,743,8444,149614.0,2026
21.07.03,51026,359,3462,47048.0,380.0,516,21.07.03,159342,794,8185,149132.0,2025
21.07.02,50668,347,3485,46668.0,75.0,515,21.07.02,158549,826,8206,148319.0,2024
21.07.01,50321,334,3214,46593.0,92.0,514,21.07.01,157723,762,7678,148024.0,2021
