서울시 기준일,서울시 확진자,서울시 추가 확진,서울시 치료중,서울시 퇴원,서울시 추가 퇴원,서울시 사망,전국 기준일,전국 확진,전국 추가 확진,전국 치료중,전국 퇴원,전국 사망
20.04.06,563,0,412,151.0,0.0,0,20.04.06,10284,0,3500,6598.0,186
20.04.05,558,0,413,145.0,0.0,0,20.04.05,10237,0,3591,6463.0,183
20.04.04,533,0,389,144.0,0.0,0,20.04.04,10156,0,3654,6325.0,177
20.04.03,513,0,382,131.0,0.0,0,20.04.03,10062,0,3867,6021.0,174
20.04.02,494,0,367,127.0,0.0,0,20.04.02,9976,0,3979,5828.0,169
20.04.01,478,0,361,117.0,0.0,0,20.04.01,9887,0,4155,5567.0,165
20.03.31,454,0,347,107.0,0.0,0,20.03.31,9786,0,4216,5408.0,162
20.03.30,434,0,342,92.0,0.0,0,20.03.30,9661,0,4215,5288.0,158
20.03.29,413,0,320,93.0,0.0,0,20.03.29,9583,0,4398,5033.0,152
20.03.28,391,0,298,93.0,0.0,0,20.03.28,9478,0,4523,4811.0,144
20.03.27,376,0,288,88.0,0.0,0,20.03.27,9332,0,4665,4528.0,139
20.03.26,361,0,280,81.0,0.0,0,20.03.26,9241,0,4966,4144.0,131
20.03.25,347,0,275,72.0,0.0,0,20.03.25,9137,0,5281,3730.0,126
20.03.24,334,0,262,72.0,0.0,0,20.03.24,9037,0,5410,3507.0,120
20.03.23,330,0,266,64.0,0.0,0,20.03.23,8961,0,5684,3166.0,111
20.03.22,324,0,260,64.0,0.0,0,20.03.22,8897,0,5884,2909.0,104
20.03.21,314,0,250,64.0,0.0,0,20.03.21,8799,0,6085,2612.0,102
20.03.20,299,0,235,64.0,0.0,0,20.03.20,8652,0,6325,2233.0,94
20.03.19,282,0,224,58.0,0.0,0,20.03.19,8565,0,6527,1947.0,91
20.03.18,270,0,215,55.0,0.0,0,20.03.18,8413,0,6789,1540.0,84
20.03.17,267,0,212,55.0,0.0,0,20.03.17,8320,0,6838,1401.0,81
20.03.16,254,0,202,52.0,0.0,0,20.03.16,8236,0,7024,1137.0,75
20.03.15,248,0,201,47.0,0.0,0,20.03.15,8162,0,7253,834.0,75
20.03.14,240,0,196,44.0,0.0,0,20.03.14,8086,0,7300,714.0,72
20.03.13,231,0,191,40.0,0.0,0,20.03.13,7979,0,7402,510.0,67
20.03.12,219,0,181,38.0,0.0,0,20.03.12,7869,0,7470,333.0,66
20.03.11,205,0,168,37.0,0.0,0,20.03.11,7755,0,7407,288.0,60
20.03.10,156,0,126,30.0,0.0,0,20.03.10,7513,0,7212,247.0,54
20.03.09,130,0,101,29.0,0.0,0,20.03.09,7382,0,7165,166.0,51
20.03.08,120,0,92,28.0,0.0,0,20.03.08,7134,0,6954,130.0,50
20.03.07,114,0,88,26.0,0.0,0,20.03.07,6767,0,6605,118.0,44
20.03.06,106,0,80,26.0,0.0,0,20.03.06,6284,0,6134,108.0,42
20.03.05,105,0,79,26.0,0.0,0,20.03.05,5766,0,5643,88.0,35
20.03.04,99,0,73,26.0,0.0,0,20.03.04,5328,0,5255,41.0,32
20.03.03,98,0,82,16.0,0.0,0,20.03.03,4812,0,4750,34.0,28
20.03.02,92,0,92,0.0,0.0,0,20.03.02,4212,0,4159,31.0,22
20.03.01,86,0,86,0.0,0.0,0,20.03.01,3736,0,3688,30.0,18
20.02.29,77,0,77,0.0,0.0,0,20.02.29,3150,0,3105,28.0,17
20.02.28,65,0,65,0.0,0.0,0,20.02.28,2337,0,2297,27.0,13
20.02.27,59,0,59,0.0,0.0,0,20.02.27,1766,0,1727,26.0,13
20.02.26,49,0,49,0.0,0.0,0,20.02.26,1261,0,1225,24.0,12
20.02.25,44,0,44,0.0,0.0,0,20.02.25,1146,0,1113,22.0,11
20.02.24,31,0,31,0.0,0.0,0,20.02.24,833,0,804,22.0,7
20.02.23,25,0,25,0.0,0.0,0,20.02.23,602,0,579,18.0,5
20.02.22,24,0,24,0.0,0.0,0,20.02.22,433,0,413,18.0,2
20.02.21,18,0,18,0.0,0.0,0,20.02.21,204,0,186,17.0,1
20.02.20,15,0,15,0.0,0.0,0,20.02.20,104,0,87,16.0,1
20.02.19,13,0,13,0.0,0.0,0,20.02.19,82,0,66,16.0,0
20.02.18,12,0,12,0.0,0.0,0,20.02.18,31,0,19,12.0,0
20.02.17,12,0,12,0.0,0.0,0,20.02.17,30,0,20,10.0,0
20.02.16,11,0,11,0.0,0.0,0,20.02.16,29,0,20,9.0,0
20.02.15,10,0,10,0.0,0.0,0,20.02.15,28,0,19,9.0,0
20.02.14,10,0,10,0.0,0.0,0,20.02.14,28,0,21,7.0,0
20.02.13,10,0,10,0.0,0.0,0,20.02.13,28,0,21,7.0,0
20.02.12,10,0,10,0.0,0.0,0,20.02.12,28,0,21,7.0,0
20.02.11,10,0,10,0.0,0.0,0,20.02.11,28,0,24,4.0,0
20.02.10,10,0,10,0.0,0.0,0,20.02.10,27,0,24,3.0,0
20.02.09,10,0,10,0.0,0.0,0,20.02.09,27,0,24,3.0,0
20.02.08,10,0,10,0.0,0.0,0,20.02.08,24,0,22,2.0,0
20.02.07,10,0,10,0.0,0.0,0,20.02.07,24,0,22,2.0,0
20.02.06,11,0,11,0.0,0.0,0,20.02.06,24,0,23,1.0,0
20.02.05,8,0,8,0.0,0.0,0,20.02.05,18,0,18,0.0,0
